Through,From,To,Distance
LEXINGTON AVENUE,EAST   70 STREET,EAST   71 STREET,261.12
LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,284.37
LEXINGTON AVENUE,EAST   71 STREET,EAST   72 STREET,284.37
LEXINGTON AVENUE,EAST   72 STREET,EAST   73 STREET,284.87
LEXINGTON AVENUE,EAST   72 STREET,EAST   73 STREET,284.87
LEXINGTON AVENUE,EAST   73 STREET,EAST   74 STREET,263.90
LEXINGTON AVENUE,EAST   73 STREET,EAST   74 STREET,263.90
LEXINGTON AVENUE,EAST   74 STREET,EAST   75 STREET,264.22
LEXINGTON AVENUE,EAST   74 STREET,EAST   75 STREET,264.22
LEXINGTON AVENUE,EAST   75 STREET,EAST   76 STREET,264.26
LEXINGTON AVENUE,EAST   75 STREET,EAST   76 STREET,264.26
LEXINGTON AVENUE,EAST   76 STREET,EAST   77 STREET,264.74
LEXINGTON AVENUE,EAST   76 STREET,EAST   77 STREET,264.74
LEXINGTON AVENUE,EAST   77 STREET,EAST   78 STREET,264.56
LEXINGTON AVENUE,EAST   77 STREET,EAST   78 STREET,264.56
LEXINGTON AVENUE,EAST   78 STREET,EAST   79 STREET,284.26
LEXINGTON AVENUE,EAST   78 STREET,EAST   79 STREET,284.26
LEXINGTON AVENUE,EAST   79 STREET,EAST   80 STREET,284.00
LEXINGTON AVENUE,EAST   79 STREET,EAST   80 STREET,284.00
LEXINGTON AVENUE,EAST   80 STREET,EAST   81 STREET,264.05
LEXINGTON AVENUE,EAST   80 STREET,EAST   81 STREET,264.05
LEXINGTON AVENUE,EAST   81 STREET,EAST   82 STREET,264.83
LEXINGTON AVENUE,EAST   81 STREET,EAST   82 STREET,264.83
LEXINGTON AVENUE,EAST   82 STREET,EAST   83 STREET,264.17
LEXINGTON AVENUE,EAST   82 STREET,EAST   83 STREET,264.17
LEXINGTON AVENUE,EAST   83 STREET,EAST   84 STREET,264.46
LEXINGTON AVENUE,EAST   83 STREET,EAST   84 STREET,264.46
LEXINGTON AVENUE,EAST   84 STREET,EAST   85 STREET,264.38
LEXINGTON AVENUE,EAST   84 STREET,EAST   85 STREET,264.38
LEXINGTON AVENUE,EAST   87 STREET,EAST   88 STREET,262.23
LEXINGTON AVENUE,EAST   87 STREET,EAST   88 STREET,262.23
LEXINGTON AVENUE,EAST   88 STREET,EAST   89 STREET,261.35
LEXINGTON AVENUE,EAST   88 STREET,EAST   89 STREET,261.35
LEXINGTON AVENUE,EAST   89 STREET,EAST   90 STREET,261.26
LEXINGTON AVENUE,EAST   89 STREET,EAST   90 STREET,261.26
LEXINGTON AVENUE,EAST   90 STREET,EAST   91 STREET,261.30
LEXINGTON AVENUE,EAST   90 STREET,EAST   91 STREET,261.30
LEXINGTON AVENUE,EAST   91 STREET,EAST   92 STREET,261.16
LEXINGTON AVENUE,EAST   91 STREET,EAST   92 STREET,261.16
LEXINGTON AVENUE,EAST   92 STREET,EAST   93 STREET,261.96
LEXINGTON AVENUE,EAST   92 STREET,EAST   93 STREET,261.96
LEXINGTON AVENUE,EAST   93 STREET,EAST   94 STREET,261.65
LEXINGTON AVENUE,EAST   93 STREET,EAST   94 STREET,261.65
LEXINGTON AVENUE,EAST   94 STREET,EAST   95 STREET,261.03
LEXINGTON AVENUE,EAST   94 STREET,EAST   95 STREET,261.03
LEXINGTON AVENUE,EAST   95 STREET,EAST   96 STREET,281.48
LEXINGTON AVENUE,EAST   95 STREET,EAST   96 STREET,281.48
LEXINGTON AVENUE,EAST  103 STREET,EAST  104 STREET,260.66
LEXINGTON AVENUE,EAST  103 STREET,EAST  104 STREET,260.66
LEXINGTON AVENUE,EAST  104 STREET,EAST  105 STREET,262.15
LEXINGTON AVENUE,EAST  104 STREET,EAST  105 STREET,262.15
LEXINGTON AVENUE,EAST  105 STREET,EAST  106 STREET,281.55
LEXINGTON AVENUE,EAST  105 STREET,EAST  106 STREET,281.55
LEXINGTON AVENUE,EAST  106 STREET,EAST  107 STREET,281.86
LEXINGTON AVENUE,EAST  106 STREET,EAST  107 STREET,281.86
LEXINGTON AVENUE,EAST  107 STREET,EAST  108 STREET,262.84
LEXINGTON AVENUE,EAST  107 STREET,EAST  108 STREET,262.84
LEXINGTON AVENUE,EAST  108 STREET,EAST  109 STREET,261.05
LEXINGTON AVENUE,EAST  108 STREET,EAST  109 STREET,261.05
LEXINGTON AVENUE,EAST  109 STREET,EAST  110 STREET,262.34
LEXINGTON AVENUE,EAST  109 STREET,EAST  110 STREET,262.34
LEXINGTON AVENUE,EAST  110 STREET,EAST  111 STREET,261.43
LEXINGTON AVENUE,EAST  110 STREET,EAST  111 STREET,261.43
LEXINGTON AVENUE,EAST  111 STREET,EAST  112 STREET,265.48
LEXINGTON AVENUE,EAST  111 STREET,EAST  112 STREET,265.48
LEXINGTON AVENUE,EAST  112 STREET,EAST  115 STREET,779.12
LEXINGTON AVENUE,EAST  112 STREET,EAST  115 STREET,779.12
LEXINGTON AVENUE,EAST  115 STREET,EAST  116 STREET,283.87
LEXINGTON AVENUE,EAST  115 STREET,EAST  116 STREET,283.87
LEXINGTON AVENUE,EAST  116 STREET,EAST  117 STREET,281.59
LEXINGTON AVENUE,EAST  116 STREET,EAST  117 STREET,281.59
LEXINGTON AVENUE,EAST  117 STREET,EAST  118 STREET,262.69
LEXINGTON AVENUE,EAST  117 STREET,EAST  118 STREET,262.69
LEXINGTON AVENUE,EAST  118 STREET,EAST  119 STREET,261.49
LEXINGTON AVENUE,EAST  118 STREET,EAST  119 STREET,261.49
LEXINGTON AVENUE,EAST  119 STREET,EAST  120 STREET,261.90
LEXINGTON AVENUE,EAST  119 STREET,EAST  120 STREET,261.90
LEXINGTON AVENUE,EAST  120 STREET,EAST  121 STREET,262.77
LEXINGTON AVENUE,EAST  120 STREET,EAST  121 STREET,262.77
LEXINGTON AVENUE,EAST  121 STREET,EAST  122 STREET,261.54
LEXINGTON AVENUE,EAST  121 STREET,EAST  122 STREET,261.54
LEXINGTON AVENUE,EAST  122 STREET,EAST  123 STREET,261.26
LEXINGTON AVENUE,EAST  122 STREET,EAST  123 STREET,261.26
LEXINGTON AVENUE,EAST  123 STREET,EAST  124 STREET,261.46
LEXINGTON AVENUE,EAST  123 STREET,EAST  124 STREET,261.46
LEXINGTON AVENUE,EAST  124 STREET,EAST  125 STREET,281.72
LEXINGTON AVENUE,EAST  124 STREET,EAST  125 STREET,281.72
LEXINGTON AVENUE,EAST  125 STREET,EAST  126 STREET,279.92
LEXINGTON AVENUE,EAST  125 STREET,EAST  126 STREET,279.92
LIBERTY STREET,BROADWAY,LIBERTY PLACE,284.46
LIBERTY STREET,CHURCH STREET,GREENWICH STREET,322.52
LIBERTY STREET,LIBERTY PLACE,NASSAU STREET,95.26
LIBERTY STREET,NASSAU STREET,WILLIAM STREET,446.12
LIBERTY STREET,SOUTH END AVENUE,WEST STREET,149.97
LISPENARD STREET,6 AVENUE,CHURCH STREET,417.12
LISPENARD STREET,6 AVENUE,CHURCH STREET,417.12
LISPENARD STREET,BROADWAY,CHURCH STREET,600.51
LISPENARD STREET,BROADWAY,CHURCH STREET,600.51
LITTLE WEST   12 STREET,9 AVENUE,GANSEVOORT STREET,139.00
LITTLE WEST   12 STREET,9 AVENUE,WASHINGTON STREET,507.14
LUDLOW STREET,BROOME STREET,DELANCEY STREET,352.86
LUDLOW STREET,BROOME STREET,GRAND STREET,360.69
LUDLOW STREET,BROOME STREET,GRAND STREET,360.69
LUDLOW STREET,CANAL STREET,HESTER STREET,439.96
LUDLOW STREET,CANAL STREET,HESTER STREET,439.96
LUDLOW STREET,DELANCEY STREET,RIVINGTON STREET,501.30
LUDLOW STREET,GRAND STREET,HESTER STREET,460.98
LUDLOW STREET,GRAND STREET,HESTER STREET,460.98
LUDLOW STREET,RIVINGTON STREET,STANTON STREET,451.66
LUDLOW STREET,RIVINGTON STREET,STANTON STREET,451.66
MAC DOUGAL STREET,BLEECKER STREET,MINETTA LANE,355.19
MAC DOUGAL STREET,BLEECKER STREET,MINETTA LANE,355.19
MAC DOUGAL STREET,BLEECKER STREET,WEST HOUSTON STREET,490.59
MAC DOUGAL STREET,BLEECKER STREET,WEST HOUSTON STREET,490.59
MAC DOUGAL STREET,CHARLTON STREET,KING STREET,313.07
MAC DOUGAL STREET,KING STREET,WEST HOUSTON STREET,187.75
MAC DOUGAL STREET,KING STREET,WEST HOUSTON STREET,187.75
MAC DOUGAL STREET,MAC DOUGAL ALLEY,WASHINGTON SQUARE NORTH,171.68
MAC DOUGAL STREET,MAC DOUGAL ALLEY,WEST    8 STREET,145.97
MAC DOUGAL STREET,MINETTA LANE,WEST    3 STREET,192.20
MAC DOUGAL STREET,MINETTA LANE,WEST    3 STREET,192.20
MAC DOUGAL STREET,WASHINGTON SQUARE SOUTH,WEST    3 STREET,265.33
MADISON AVENUE,EAST   34 STREET,EAST   35 STREET,277.71
MADISON AVENUE,EAST   34 STREET,EAST   35 STREET,277.71
MADISON AVENUE,EAST   35 STREET,EAST   36 STREET,257.05
MADISON AVENUE,EAST   35 STREET,EAST   36 STREET,257.05
MADISON AVENUE,EAST   36 STREET,EAST   37 STREET,257.81
MADISON AVENUE,EAST   36 STREET,EAST   37 STREET,257.81
MADISON AVENUE,EAST   37 STREET,EAST   38 STREET,256.15
MADISON AVENUE,EAST   37 STREET,EAST   38 STREET,256.15
MADISON AVENUE,EAST   38 STREET,EAST   39 STREET,258.83
MADISON AVENUE,EAST   38 STREET,EAST   39 STREET,258.83
MADISON AVENUE,EAST   39 STREET,EAST   40 STREET,257.36
MADISON AVENUE,EAST   39 STREET,EAST   40 STREET,257.36
MADISON AVENUE,EAST   40 STREET,EAST   41 STREET,257.93
MADISON AVENUE,EAST   40 STREET,EAST   41 STREET,257.93
MADISON AVENUE,EAST   47 STREET,EAST   48 STREET,260.83
MADISON AVENUE,EAST   48 STREET,EAST   49 STREET,261.01
MADISON AVENUE,EAST   49 STREET,EAST   50 STREET,260.99
MADISON AVENUE,EAST   50 STREET,EAST   51 STREET,261.36
MADISON AVENUE,EAST   50 STREET,EAST   51 STREET,261.36
MADISON AVENUE,EAST   51 STREET,EAST   52 STREET,260.64
MADISON AVENUE,EAST   51 STREET,EAST   52 STREET,260.64
MADISON AVENUE,EAST   52 STREET,EAST   53 STREET,260.84
MADISON AVENUE,EAST   52 STREET,EAST   53 STREET,260.84
MADISON AVENUE,EAST   53 STREET,EAST   54 STREET,260.40
MADISON AVENUE,EAST   53 STREET,EAST   54 STREET,260.40
MADISON AVENUE,EAST   54 STREET,EAST   55 STREET,260.44
MADISON AVENUE,EAST   54 STREET,EAST   55 STREET,260.44
MADISON AVENUE,EAST   59 STREET,EAST   60 STREET,261.26
MADISON AVENUE,EAST   59 STREET,EAST   60 STREET,261.26
MADISON AVENUE,EAST   60 STREET,EAST   61 STREET,261.01
MADISON AVENUE,EAST   60 STREET,EAST   61 STREET,261.01
MADISON AVENUE,EAST   61 STREET,EAST   62 STREET,260.62
MADISON AVENUE,EAST   61 STREET,EAST   62 STREET,260.62
MADISON AVENUE,EAST   62 STREET,EAST   63 STREET,260.19
MADISON AVENUE,EAST   62 STREET,EAST   63 STREET,260.19
MADISON AVENUE,EAST   63 STREET,EAST   64 STREET,260.46
MADISON AVENUE,EAST   63 STREET,EAST   64 STREET,260.46
MADISON AVENUE,EAST   64 STREET,EAST   65 STREET,260.68
MADISON AVENUE,EAST   64 STREET,EAST   65 STREET,260.68
MADISON AVENUE,EAST   65 STREET,EAST   66 STREET,260.88
MADISON AVENUE,EAST   65 STREET,EAST   66 STREET,260.88
MADISON AVENUE,EAST   66 STREET,EAST   67 STREET,261.68
MADISON AVENUE,EAST   66 STREET,EAST   67 STREET,261.68
MADISON AVENUE,EAST   67 STREET,EAST   68 STREET,259.94
MADISON AVENUE,EAST   67 STREET,EAST   68 STREET,259.94
MADISON AVENUE,EAST   68 STREET,EAST   69 STREET,260.76
MADISON AVENUE,EAST   69 STREET,EAST   70 STREET,262.66
MADISON AVENUE,EAST   69 STREET,EAST   70 STREET,262.66
MADISON AVENUE,EAST   70 STREET,EAST   71 STREET,259.13
MADISON AVENUE,EAST   70 STREET,EAST   71 STREET,259.13
MADISON AVENUE,EAST   71 STREET,EAST   72 STREET,284.37
MADISON AVENUE,EAST   71 STREET,EAST   72 STREET,284.37
MADISON AVENUE,EAST   96 STREET,EAST   97 STREET,280.80
MADISON AVENUE,EAST   96 STREET,EAST   97 STREET,280.80
MADISON AVENUE,EAST   97 STREET,EAST   98 STREET,263.34
MADISON AVENUE,EAST   97 STREET,EAST   98 STREET,263.34
MADISON AVENUE,EAST   98 STREET,EAST   99 STREET,265.36
MADISON AVENUE,EAST   98 STREET,EAST   99 STREET,265.36
MADISON AVENUE,EAST   99 STREET,EAST  101 STREET,72.66
MADISON AVENUE,EAST  101 STREET,EAST  102 STREET,263.07
MADISON AVENUE,EAST  101 STREET,EAST  102 STREET,263.07
MADISON AVENUE,EAST  102 STREET,EAST  103 STREET,260.18
MADISON AVENUE,EAST  102 STREET,EAST  103 STREET,260.18
MADISON AVENUE,EAST  103 STREET,EAST  104 STREET,261.46
MADISON AVENUE,EAST  103 STREET,EAST  104 STREET,261.46
MADISON AVENUE,EAST  104 STREET,EAST  105 STREET,262.29
MADISON AVENUE,EAST  104 STREET,EAST  105 STREET,262.29
MADISON AVENUE,EAST  105 STREET,EAST  106 STREET,280.82
MADISON AVENUE,EAST  105 STREET,EAST  106 STREET,280.82
MADISON AVENUE,EAST  106 STREET,EAST  107 STREET,281.83
MADISON AVENUE,EAST  106 STREET,EAST  107 STREET,281.83
MADISON AVENUE,EAST  107 STREET,EAST  108 STREET,261.75
MADISON AVENUE,EAST  107 STREET,EAST  108 STREET,261.75
MADISON AVENUE,EAST  108 STREET,EAST  109 STREET,262.66
MADISON AVENUE,EAST  108 STREET,EAST  109 STREET,262.66
MADISON AVENUE,EAST  109 STREET,EAST  110 STREET,256.61
MADISON AVENUE,EAST  109 STREET,EAST  110 STREET,256.61
MADISON AVENUE,EAST  110 STREET,EAST  111 STREET,267.23
MADISON AVENUE,EAST  110 STREET,EAST  111 STREET,267.23
MADISON AVENUE,EAST  111 STREET,EAST  112 STREET,272.03
MADISON AVENUE,EAST  111 STREET,EAST  112 STREET,272.03
MADISON AVENUE,EAST  112 STREET,EAST  115 STREET,765.19
MADISON AVENUE,EAST  112 STREET,EAST  115 STREET,765.19
MADISON AVENUE,EAST  115 STREET,EAST  116 STREET,291.54
MADISON AVENUE,EAST  115 STREET,EAST  116 STREET,291.54
MADISON AVENUE,EAST  116 STREET,EAST  117 STREET,282.09
MADISON AVENUE,EAST  116 STREET,EAST  117 STREET,282.09
MADISON AVENUE,EAST  117 STREET,EAST  118 STREET,261.61
MADISON AVENUE,EAST  117 STREET,EAST  118 STREET,261.61
MADISON AVENUE,EAST  118 STREET,EAST  119 STREET,261.74
MADISON AVENUE,EAST  118 STREET,EAST  119 STREET,261.74
MADISON AVENUE,EAST  119 STREET,EAST  120 STREET,264.16
MADISON AVENUE,EAST  119 STREET,EAST  120 STREET,264.16
MADISON AVENUE,EAST  120 STREET,EAST  121 STREET,259.03
MADISON AVENUE,EAST  120 STREET,EAST  121 STREET,259.03
MADISON AVENUE,EAST  121 STREET,EAST  122 STREET,264.78
MADISON AVENUE,EAST  121 STREET,EAST  122 STREET,264.78
MADISON AVENUE,EAST  122 STREET,EAST  123 STREET,258.25
MADISON AVENUE,EAST  122 STREET,EAST  123 STREET,258.25
MADISON AVENUE,EAST  123 STREET,EAST  124 STREET,260.51
MADISON AVENUE,EAST  123 STREET,EAST  124 STREET,260.51
MADISON AVENUE,EAST  124 STREET,EAST  125 STREET,284.67
MADISON AVENUE,EAST  124 STREET,EAST  125 STREET,284.67
MADISON AVENUE,EAST  125 STREET,EAST  126 STREET,279.74
MADISON AVENUE,EAST  125 STREET,EAST  126 STREET,279.74
MADISON AVENUE,EAST  126 STREET,EAST  127 STREET,260.71
MADISON AVENUE,EAST  126 STREET,EAST  127 STREET,260.71
MADISON AVENUE,EAST  127 STREET,EAST  128 STREET,258.43
MADISON AVENUE,EAST  127 STREET,EAST  128 STREET,258.43
MADISON AVENUE,EAST  128 STREET,EAST  129 STREET,260.31
MADISON AVENUE,EAST  128 STREET,EAST  129 STREET,260.31
MADISON AVENUE,EAST  129 STREET,EAST  130 STREET,259.80
MADISON AVENUE,EAST  129 STREET,EAST  130 STREET,259.80
MADISON AVENUE,EAST  130 STREET,EAST  131 STREET,259.35
MADISON AVENUE,EAST  130 STREET,EAST  131 STREET,259.35
MADISON AVENUE,EAST  131 STREET,EAST  132 STREET,270.77
MADISON AVENUE,EAST  131 STREET,EAST  132 STREET,270.77
MADISON AVENUE,EAST  132 STREET,EAST  135 STREET,789.86
MADISON STREET,CATHERINE STREET,MARKET STREET,722.25
MADISON STREET,CATHERINE STREET,MARKET STREET,722.25
MADISON STREET,CATHERINE STREET,OLIVER STREET,231.02
MADISON STREET,CATHERINE STREET,OLIVER STREET,231.02
MADISON STREET,GRAND STREET,JACKSON STREET,439.87
MADISON STREET,JAMES STREET,OLIVER STREET,253.89
MADISON STREET,JAMES STREET,OLIVER STREET,253.89
MADISON STREET,JAMES STREET,ROOSEVELT STREET,286.11
MADISON STREET,JAMES STREET,ROOSEVELT STREET,286.11
MADISON STREET,MARKET STREET,MANHATTAN BR APPROACH,245.85
MADISON STREET,PIKE STREET,RUTGERS STREET,677.16
MADISON STREET,PIKE STREET,RUTGERS STREET,677.16
MADISON STREET,PIKE STREET,MANHATTAN BR APPROACH,31.91
MAIDEN LANE,GOLD STREET,PEARL STREET,260.55
MAIDEN LANE,GOLD STREET,WILLIAM STREET,314.72
MAIDEN LANE,NASSAU STREET,WILLIAM STREET,460.46
MAIDEN LANE,NASSAU STREET,WILLIAM STREET,460.46
MAIDEN LANE,PEARL STREET,WATER STREET,298.91
MAIDEN LANE,PEARL STREET,WATER STREET,298.91
MANHATTAN AVENUE,WEST  110 STREET,WEST  109 STREET,238.01
MANHATTAN AVENUE,WEST  110 STREET,WEST  109 STREET,238.01
MANHATTAN AVENUE,HANCOCK PLACE,ST NICHOLAS AVENUE,95.43
MANHATTAN AVENUE,HANCOCK PLACE,ST NICHOLAS AVENUE,95.43
MANHATTAN AVENUE,HANCOCK PLACE,WEST  123 STREET,168.55
MANHATTAN AVENUE,HANCOCK PLACE,WEST  123 STREET,168.55
MANHATTAN AVENUE,MORNINGSIDE AVENUE,WEST  114 STREET,260.82
MANHATTAN AVENUE,MORNINGSIDE AVENUE,WEST  114 STREET,260.82
MANHATTAN AVENUE,WEST  100 STREET,WEST  101 STREET,282.26
MANHATTAN AVENUE,WEST  100 STREET,WEST  101 STREET,282.26
MANHATTAN AVENUE,WEST  101 STREET,WEST  102 STREET,260.97
MANHATTAN AVENUE,WEST  101 STREET,WEST  102 STREET,260.97
MANHATTAN AVENUE,WEST  102 STREET,WEST  103 STREET,263.10
MANHATTAN AVENUE,WEST  102 STREET,WEST  103 STREET,263.10
MANHATTAN AVENUE,WEST  103 STREET,WEST  104 STREET,257.32
MANHATTAN AVENUE,WEST  103 STREET,WEST  104 STREET,257.32
MANHATTAN AVENUE,WEST  104 STREET,WEST  105 STREET,268.19
MANHATTAN AVENUE,WEST  104 STREET,WEST  105 STREET,268.19
MANHATTAN AVENUE,WEST  105 STREET,WEST  106 STREET,279.82
MANHATTAN AVENUE,WEST  105 STREET,WEST  106 STREET,279.82
MANHATTAN AVENUE,WEST  106 STREET,WEST  107 STREET,281.35
MANHATTAN AVENUE,WEST  106 STREET,WEST  107 STREET,281.35
MANHATTAN AVENUE,WEST  107 STREET,WEST  108 STREET,261.91
MANHATTAN AVENUE,WEST  107 STREET,WEST  108 STREET,261.91
MANHATTAN AVENUE,WEST  108 STREET,WEST  109 STREET,261.85
MANHATTAN AVENUE,WEST  108 STREET,WEST  109 STREET,261.85
MANHATTAN AVENUE,WEST  114 STREET,WEST  115 STREET,262.35
MANHATTAN AVENUE,WEST  114 STREET,WEST  115 STREET,262.35
MANHATTAN AVENUE,WEST  115 STREET,WEST  116 STREET,282.21
MANHATTAN AVENUE,WEST  115 STREET,WEST  116 STREET,282.21
MANHATTAN AVENUE,WEST  116 STREET,WEST  117 STREET,281.45
MANHATTAN AVENUE,WEST  116 STREET,WEST  117 STREET,281.45
MANHATTAN AVENUE,WEST  117 STREET,WEST  118 STREET,261.83
MANHATTAN AVENUE,WEST  117 STREET,WEST  118 STREET,261.83
MANHATTAN AVENUE,WEST  118 STREET,WEST  119 STREET,262.20
MANHATTAN AVENUE,WEST  118 STREET,WEST  119 STREET,262.20
MANHATTAN AVENUE,WEST  119 STREET,WEST  120 STREET,261.66
MANHATTAN AVENUE,WEST  119 STREET,WEST  120 STREET,261.66
MANHATTAN AVENUE,WEST  120 STREET,WEST  121 STREET,261.34
MANHATTAN AVENUE,WEST  120 STREET,WEST  121 STREET,261.34
MANHATTAN AVENUE,WEST  121 STREET,WEST  122 STREET,262.37
MANHATTAN AVENUE,WEST  121 STREET,WEST  122 STREET,262.37
MANHATTAN AVENUE,WEST  122 STREET,WEST  123 STREET,260.88
MANHATTAN AVENUE,WEST  122 STREET,WEST  123 STREET,260.88
MERCER STREET,BLEECKER STREET,WEST    3 STREET,546.64
MERCER STREET,BLEECKER STREET,WEST HOUSTON STREET,490.15
MERCER STREET,EAST    8 STREET,WAVERLY PLACE,418.58
MERCER STREET,EAST    8 STREET,WAVERLY PLACE,418.58
MERCER STREET,WASHINGTON PLACE,WAVERLY PLACE,247.61
MERCER STREET,WASHINGTON PLACE,WAVERLY PLACE,247.61
MERCER STREET,WASHINGTON PLACE,WEST    4 STREET,259.48
MERCER STREET,WASHINGTON PLACE,WEST    4 STREET,259.48
MERCER STREET,WEST    3 STREET,WEST    4 STREET,268.88
MERCER STREET,WEST    3 STREET,WEST    4 STREET,268.88
MONTGOMERY STREET,CHERRY STREET,MONROE STREET,241.03
MONTGOMERY STREET,CHERRY STREET,MONROE STREET,241.03
MONTGOMERY STREET,CHERRY STREET,WATER STREET,172.06
MONTGOMERY STREET,CHERRY STREET,WATER STREET,172.06
MONTGOMERY STREET,EAST BROADWAY,HENRY STREET,268.14
MONTGOMERY STREET,EAST BROADWAY,HENRY STREET,268.14
MONTGOMERY STREET,HENRY STREET,MADISON STREET,258.79
MONTGOMERY STREET,HENRY STREET,MADISON STREET,258.79
MONTGOMERY STREET,MADISON STREET,MONROE STREET,264.79
MONTGOMERY STREET,MADISON STREET,MONROE STREET,264.79
MOORE STREET,PEARL STREET,WATER STREET,202.67
MORNINGSIDE AVENUE,CONVENT AVENUE,WEST  126 STREET,260.23
MORNINGSIDE AVENUE,HANCOCK PLACE,WEST  124 STREET,127.48
MORNINGSIDE AVENUE,HANCOCK PLACE,WEST  124 STREET,127.48
MORNINGSIDE AVENUE,HANCOCK PLACE,WEST  125 STREET,157.51
MORNINGSIDE AVENUE,HANCOCK PLACE,WEST  125 STREET,157.51
MORNINGSIDE AVENUE,MANHATTAN AVENUE,WEST  114 STREET,287.30
MORNINGSIDE AVENUE,MANHATTAN AVENUE,WEST  114 STREET,287.30
MORNINGSIDE AVENUE,WEST  114 STREET,WEST  115 STREET,298.96
MORNINGSIDE AVENUE,WEST  114 STREET,WEST  115 STREET,298.96
MORNINGSIDE AVENUE,WEST  115 STREET,WEST  116 STREET,322.31
MORNINGSIDE AVENUE,WEST  115 STREET,WEST  116 STREET,322.31
MORNINGSIDE AVENUE,WEST  116 STREET,WEST  117 STREET,283.16
MORNINGSIDE AVENUE,WEST  116 STREET,WEST  117 STREET,283.16
MORNINGSIDE AVENUE,WEST  117 STREET,WEST  118 STREET,260.41
MORNINGSIDE AVENUE,WEST  117 STREET,WEST  118 STREET,260.41
MORNINGSIDE AVENUE,WEST  118 STREET,WEST  119 STREET,262.39
MORNINGSIDE AVENUE,WEST  118 STREET,WEST  119 STREET,262.39
MORNINGSIDE AVENUE,WEST  119 STREET,WEST  120 STREET,261.81
MORNINGSIDE AVENUE,WEST  119 STREET,WEST  120 STREET,261.81
MORNINGSIDE AVENUE,WEST  120 STREET,WEST  121 STREET,262.24
MORNINGSIDE AVENUE,WEST  120 STREET,WEST  121 STREET,262.24
MORNINGSIDE AVENUE,WEST  121 STREET,WEST  122 STREET,260.76
MORNINGSIDE AVENUE,WEST  121 STREET,WEST  122 STREET,260.76
MORNINGSIDE AVENUE,WEST  122 STREET,WEST  123 STREET,264.64
MORNINGSIDE AVENUE,WEST  122 STREET,WEST  123 STREET,264.64
MORNINGSIDE AVENUE,WEST  123 STREET,WEST  124 STREET,259.19
MORNINGSIDE AVENUE,WEST  123 STREET,WEST  124 STREET,259.19
MORNINGSIDE AVENUE,WEST  125 STREET,WEST  126 STREET,279.80
MORNINGSIDE AVENUE,WEST  125 STREET,WEST  126 STREET,279.80
MORNINGSIDE DRIVE,WEST  114 STREET,WEST  115 STREET,274.26
MORNINGSIDE DRIVE,WEST  114 STREET,WEST  115 STREET,274.26
MORNINGSIDE DRIVE,WEST  115 STREET,WEST  116 STREET,281.79
MORNINGSIDE DRIVE,WEST  115 STREET,WEST  116 STREET,281.79
MORNINGSIDE DRIVE,WEST  116 STREET,WEST  118 STREET,541.24
MORNINGSIDE DRIVE,WEST  116 STREET,WEST  118 STREET,541.24
MORNINGSIDE DRIVE,WEST  118 STREET,WEST  119 STREET,263.56
MORNINGSIDE DRIVE,WEST  118 STREET,WEST  119 STREET,263.56
MORNINGSIDE DRIVE,WEST  119 STREET,WEST  120 STREET,243.20
MORNINGSIDE DRIVE,WEST  119 STREET,WEST  120 STREET,243.20
MORNINGSIDE DRIVE,WEST  120 STREET,WEST  121 STREET,286.08
MORNINGSIDE DRIVE,WEST  120 STREET,WEST  121 STREET,286.08
MORTON STREET,7 AVENUE SOUTH,BEDFORD STREET,120.48
MORTON STREET,7 AVENUE SOUTH,BEDFORD STREET,120.48
MORTON STREET,BEDFORD STREET,HUDSON STREET,603.26
MORTON STREET,BEDFORD STREET,HUDSON STREET,603.26
MORTON STREET,GREENWICH STREET,HUDSON STREET,354.58
MORTON STREET,GREENWICH STREET,HUDSON STREET,354.58
MT MORRIS PARK WEST,WEST  122 STREET,WEST  123 STREET,260.65
MT MORRIS PARK WEST,WEST  122 STREET,WEST  123 STREET,260.65
MT MORRIS PARK WEST,WEST  123 STREET,WEST  124 STREET,265.10
MT MORRIS PARK WEST,WEST  123 STREET,WEST  124 STREET,265.10
MURRAY STREET,BROADWAY,CHURCH STREET,520.96
MURRAY STREET,BROADWAY,CHURCH STREET,520.96
MURRAY STREET,CHURCH STREET,WEST BROADWAY,418.12
MURRAY STREET,CHURCH STREET,WEST BROADWAY,418.12
MURRAY STREET,GREENWICH STREET,WEST BROADWAY,388.84
MURRAY STREET,GREENWICH STREET,WEST BROADWAY,388.84
MURRAY STREET,GREENWICH STREET,WEST STREET,205.86
NAGLE AVENUE,ACADEMY STREET,DYCKMAN STREET,352.33
NAGLE AVENUE,ACADEMY STREET,WEST  204 STREET,579.89
NAGLE AVENUE,ARDEN STREET,SICKLES STREET,255.09
NAGLE AVENUE,ARDEN STREET,SICKLES STREET,255.09
NAGLE AVENUE,ARDEN STREET,THAYER STREET,255.59
NAGLE AVENUE,ARDEN STREET,THAYER STREET,255.59
NAGLE AVENUE,DYCKMAN STREET,FORT GEORGE HILL,85.32
NAGLE AVENUE,DYCKMAN STREET,FORT GEORGE HILL,85.32
NAGLE AVENUE,ELLWOOD STREET,SICKLES STREET,335.61
NAGLE AVENUE,ELLWOOD STREET,SICKLES STREET,335.61
NAGLE AVENUE,FORT GEORGE HILL,THAYER STREET,200.51
NORFOLK STREET,BROOME STREET,DELANCEY STREET,352.68
